theta_H,phi_H,theta_V,phi_V,R,G,B
0.684325,4.429727,0.220757,2.346265,0.066156,0.064768,0.061297
0.232932,4.576257,0.658309,3.459492,2.070411,2.026830,1.917876
0.873569,2.734280,0.937663,2.606332,0.000230,0.000225,0.000213
0.494453,0.928283,0.677263,5.316422,0.011383,0.011146,0.010554
0.303763,1.545292,0.853926,0.089783,4.324675,4.234112,4.007705
0.321611,4.864787,0.584243,5.667750,0.846666,0.828841,0.784280
0.278276,6.222742,0.345091,0.891684,0.004596,0.004499,0.004257
0.840384,2.053402,1.031556,1.766607,0.003351,0.003280,0.003104
0.212184,3.477251,0.627415,1.473623,0.024404,0.023890,0.022608
0.496422,4.881021,0.876421,5.560131,0.304429,0.298020,0.281999
0.602101,0.676136,0.587671,0.088559,0.000957,0.000937,0.000887
0.393341,4.337708,0.690853,2.243221,0.132769,0.130008,0.123105
0.837715,0.622804,0.966571,1.269673,0.000481,0.000471,0.000446
0.082573,4.024250,0.856078,2.547688,1.881097,1.841687,1.743162
0.724933,3.610565,0.597908,2.682492,0.000475,0.000465,0.000440
0.146934,3.329091,0.500301,1.345526,0.062327,0.061015,0.057735
0.415891,4.622490,1.150227,4.387372,1.520830,1.488859,1.408931
0.123576,2.167650,1.308539,0.157158,10.445110,10.296795,9.926007
0.858711,1.804010,1.180867,3.005857,0.119082,0.116657,0.110593
0.205697,3.153593,0.287559,2.744361,0.012868,0.012597,0.011920
0.172953,6.115125,0.741796,3.769081,0.059799,0.058547,0.055419
0.391912,4.864715,1.037678,3.398452,1.812710,1.775752,1.683356
0.143164,1.644560,1.086479,5.468822,18.094887,17.755812,16.908117
0.688247,2.104063,1.348395,2.054212,0.006150,0.006020,0.005697
0.527745,3.479232,0.324526,4.158372,0.000699,0.000684,0.000647
1.008983,3.587358,0.774587,3.336564,0.000283,0.000277,0.000262
0.214614,4.354735,0.804109,3.032973,0.650549,0.636880,0.602708
0.274624,1.727188,0.583416,1.887416,1.026767,1.005151,0.951111
0.634372,5.930980,0.708785,0.598230,0.000512,0.000501,0.000474
0.231037,4.701888,1.070785,4.479803,5.263594,5.153291,4.877532
0.031117,5.458418,0.532315,0.561404,3.601596,3.525777,3.336228
0.427987,3.653856,0.622598,4.431154,0.001886,0.001846,0.001747
0.989996,5.788536,1.091615,5.743531,0.000261,0.000255,0.000242
0.155921,4.857622,0.739785,2.202481,5.106328,4.999539,4.732564
0.167420,4.793231,0.703989,0.533615,5.137880,5.029971,4.760199
0.203767,1.651599,0.623023,5.055121,4.611061,4.514322,4.272475
0.162252,4.612533,0.203280,2.560008,2.772457,2.714089,2.568171
0.532417,4.854554,1.423222,0.035054,7.457847,7.360809,7.118213
0.567748,6.212752,0.861324,1.108080,0.000724,0.000709,0.000671
0.275377,6.250861,0.389852,0.510913,0.004576,0.004480,0.004239
0.268571,1.667197,0.228623,5.467675,1.912232,1.871975,1.771333
0.857503,0.477097,0.858661,0.467940,0.000261,0.000256,0.000242
0.531526,1.307270,0.250931,6.238196,0.080749,0.079050,0.074800
0.225850,0.611617,0.461916,1.830587,0.022764,0.022285,0.021086
0.173758,4.740671,0.463791,0.851591,4.120647,4.033912,3.817074
0.151492,4.520893,1.051960,0.476594,10.374252,10.172360,9.667628
0.622585,4.658027,0.385989,0.772907,1.938943,1.898615,1.797793
0.036357,0.668659,0.190923,0.330532,2.202134,2.155774,2.039872
0.464013,1.888493,0.944078,2.260141,0.067960,0.066530,0.062953
0.373687,4.756983,0.565473,1.116748,3.508038,3.434848,3.251873
0.644938,4.385432,0.324408,3.897647,0.022162,0.021696,0.020529
0.598575,1.480211,0.906691,1.005755,0.488498,0.478214,0.452504
1.032959,2.798604,0.808300,3.514397,0.000326,0.000319,0.000302
0.140225,1.294061,0.174266,3.677681,1.488596,1.457257,1.378910
0.943236,2.075700,0.957867,2.629849,0.002849,0.002789,0.002639
0.629207,1.133512,0.859432,1.037683,0.008107,0.007937,0.007510
0.038961,4.901929,1.176961,5.104770,16.002026,15.688602,14.905042
0.584024,2.615443,0.973723,3.210488,0.000916,0.000897,0.000849
0.107464,4.755920,1.090164,4.948965,9.558077,9.360631,8.867014
0.712181,4.240777,0.556821,3.032187,0.007742,0.007579,0.007172
0.400359,6.097672,0.346371,5.652172,0.001291,0.001264,0.001196
0.164123,4.665153,1.097379,1.747351,20.220217,19.865038,18.977089
0.066934,5.564548,0.883018,4.307598,2.031065,1.988544,1.882242
0.496464,3.258741,0.430162,2.832417,0.000623,0.000610,0.000577
0.023894,2.700441,0.354255,5.741923,3.098408,3.033178,2.870105
0.253475,0.676601,0.408926,4.287531,0.023356,0.022864,0.021635
0.229918,1.627634,0.658754,2.632724,3.102262,3.036957,2.873696
0.411542,3.717157,0.583042,1.716702,0.004544,0.004449,0.004211
0.190469,1.489064,0.243944,3.492954,2.716426,2.659238,2.516268
0.733088,3.721658,1.007247,4.172032,0.000507,0.000496,0.000470
0.053053,2.189921,0.796686,3.764545,3.911165,3.829042,3.623736
0.185976,4.640260,0.490614,6.242775,3.343691,3.273301,3.097326
0.800642,4.857330,0.567704,4.529939,0.131374,0.128608,0.121694
0.893162,0.449814,0.835373,1.352906,0.000442,0.000432,0.000409
0.461700,5.747726,0.081125,3.965312,0.001777,0.001740,0.001646
0.429386,4.294070,0.973588,5.478388,0.061410,0.060126,0.056914
0.092958,1.402979,1.080079,2.380130,10.157077,9.949275,9.429768
0.620136,4.760296,0.867336,5.003856,0.642055,0.628538,0.594746
1.290693,3.282307,1.301446,2.616351,0.000391,0.000382,0.000362
0.529168,5.499027,0.907975,0.036123,0.002809,0.002750,0.002602
0.097801,2.601934,0.504925,3.127020,0.315866,0.309216,0.292592
0.414802,1.728627,0.906819,0.624429,0.750462,0.734699,0.695291
0.070697,4.357472,0.955960,2.456043,7.131899,6.984458,6.615857
0.112939,4.962230,0.455638,0.493421,2.595993,2.541342,2.404714
0.235252,1.440123,0.938158,2.409928,3.092412,3.027534,2.865339
0.415414,1.892340,0.881751,2.771002,0.108320,0.106041,0.100343
0.174039,4.647820,0.768563,5.866010,4.733394,4.633847,4.384978
0.489181,1.462537,0.457646,6.027621,0.833611,0.816075,0.772237
0.188221,4.507380,0.810676,2.195049,3.397538,3.326934,3.150425
0.391375,3.328926,1.050554,3.990028,0.002583,0.002528,0.002393
0.151079,4.557694,0.515418,2.834044,3.001299,2.938119,2.780169
0.063563,4.251348,0.852804,3.345392,4.509904,4.415264,4.178662
0.760297,5.791304,0.624898,4.556930,0.000868,0.000850,0.000804
0.443932,4.760114,0.988036,4.879514,1.406436,1.376829,1.302811
0.111197,4.605852,0.927257,3.608311,7.240856,7.089329,6.710509
0.484579,4.688108,0.842175,3.019545,3.297346,3.229198,3.058830
0.917868,4.042983,0.518328,3.849214,0.001337,0.001308,0.001238
0.551600,6.073399,0.582352,5.852780,0.000470,0.000460,0.000436
0.935147,2.962226,0.670415,3.573701,0.000261,0.000255,0.000241
0.085088,1.625303,1.427052,0.855740,49.194004,48.502789,46.774750
1.042244,4.347233,1.145337,4.579447,0.007369,0.007213,0.006826
0.107251,4.743056,0.726014,4.653794,4.909016,4.805693,4.547383
0.160319,4.857349,0.877116,0.813026,6.384025,6.252087,5.922243
0.503138,1.606494,0.892214,1.408149,1.063294,1.040909,0.984946
0.897662,2.599190,0.344574,3.042403,0.000685,0.000671,0.000635
0.404086,4.641399,0.919702,3.570835,1.968156,1.926815,1.823462
0.620803,5.362928,1.146297,5.728139,0.003467,0.003394,0.003212
0.840310,5.134863,1.413025,4.449719,0.010811,0.010585,0.010018
0.593245,3.260594,0.503568,3.560802,0.000370,0.000363,0.000343
0.117344,5.261526,0.881833,1.114714,1.554660,1.522364,1.441626
0.566250,3.307374,1.349047,3.254459,0.001357,0.001328,0.001257
0.190551,4.935562,0.849992,1.008538,3.313807,3.245436,3.074507
0.120348,1.097980,1.184161,5.665762,4.952528,4.860137,4.629157
0.505690,5.764093,1.267946,5.824192,0.002352,0.002303,0.002179
0.159534,4.674676,0.861528,2.702240,8.022373,7.855396,7.437953
0.300007,0.251240,1.228589,6.026890,0.012948,0.012680,0.012010
0.124952,1.696011,0.227629,0.765933,2.862221,2.801963,2.651320
0.080862,2.117661,0.387361,5.952196,1.568590,1.535567,1.453011
0.422831,4.705104,1.072779,3.880043,2.748147,2.690495,2.546365
0.414903,1.320360,0.767403,6.172979,0.268633,0.262993,0.248892
0.583375,0.596646,0.480820,5.561021,0.001180,0.001155,0.001093
0.119258,5.250773,0.548089,0.717126,0.831595,0.814090,0.770327
0.978816,0.693174,1.137803,1.896649,0.001721,0.001686,0.001598
0.130128,4.898453,0.713420,4.141997,3.296428,3.227047,3.053594
0.573162,1.447550,0.583615,0.870209,0.310656,0.304116,0.287766
1.056162,1.555282,0.923206,1.929748,0.580402,0.568183,0.537636
0.468616,3.565936,0.443745,3.390696,0.001006,0.000985,0.000932
0.209403,1.565356,1.258476,1.951719,9.798484,9.600144,9.104294
0.124575,4.572213,0.328759,0.474177,3.158073,3.091588,2.925374
0.051919,1.302263,0.713772,0.045198,5.452888,5.338177,5.051398
0.286482,1.438783,1.241487,1.098995,3.231509,3.164627,2.997420
0.643462,4.712977,0.076383,1.819423,1.393654,1.364342,1.291062
0.018185,4.578472,1.169073,0.597390,22.794336,22.360600,21.276255
0.093877,1.771021,1.017395,5.444134,11.472960,11.243671,10.670449
0.096987,1.838063,0.896562,4.066773,6.126157,5.999064,5.681331
0.185250,4.621470,0.506671,3.579602,2.873127,2.812641,2.661425
0.022491,0.831276,1.369695,2.508167,53.294487,52.559139,50.720768
0.260672,1.163811,0.982125,0.019101,0.348382,0.341105,0.322912
0.389566,1.832145,0.468837,2.596488,0.157053,0.153747,0.145481
0.083971,4.436152,0.662802,1.751748,4.251439,4.162048,3.938573
0.116358,4.721748,0.903457,1.034578,10.259688,10.048539,9.520667
0.498645,1.739639,0.304062,0.283897,0.302123,0.295763,0.279863
0.043828,4.255887,0.763768,0.958451,5.599948,5.482401,5.188532
0.115194,4.841377,0.450808,4.682847,3.191642,3.124449,2.956468
0.298575,5.048111,1.037737,5.163353,0.284566,0.278583,0.263626
0.134248,2.027988,0.296664,1.262140,0.660936,0.647022,0.612236
1.234594,4.573161,1.127837,5.348381,0.315237,0.308607,0.292032
0.219617,1.477419,0.915399,5.605114,7.336755,7.187395,6.813994
0.394677,1.537661,0.914342,1.815012,1.776918,1.739512,1.645996
0.243738,4.547104,0.359306,1.605406,1.551473,1.518816,1.437173
0.450952,4.728909,0.640266,5.574611,1.406179,1.376575,1.302567
0.421617,4.241154,0.520741,4.552661,0.019274,0.018868,0.017854
0.578289,0.098766,0.211357,0.140843,0.000465,0.000455,0.000431
1.007476,2.833705,1.356193,2.641778,0.000288,0.000282,0.000267
0.028197,6.140591,0.294391,2.137909,2.419774,2.368831,2.241475
0.283854,5.418749,0.796470,1.515503,0.063162,0.061865,0.058624
0.812380,1.850949,0.776411,2.589307,0.025577,0.025038,0.023692
0.039089,5.163208,1.396378,5.616631,46.128197,45.470482,43.826202
1.086913,5.092185,0.739599,5.511456,0.009118,0.008926,0.008446
0.272055,4.622546,0.216758,5.867249,1.701436,1.665616,1.576067
0.122526,4.696417,0.557274,0.489450,4.930938,4.827156,4.567698
0.370571,3.448932,1.022058,4.435572,0.003877,0.003795,0.003592
0.088356,4.589486,1.158346,1.337849,21.173517,20.795988,19.852165
0.729819,2.418379,0.607228,2.782118,0.000685,0.000671,0.000635
0.258221,1.542941,0.593589,4.582759,4.759412,4.659698,4.410412
0.683537,3.710919,0.288150,5.227620,0.001339,0.001311,0.001240
0.413202,4.545837,0.574456,2.081793,0.967029,0.946893,0.896553
0.266763,2.545691,0.580325,5.430743,0.022999,0.022517,0.021311
0.176501,0.909326,0.388897,6.279977,0.130185,0.127445,0.120593
0.316637,0.892163,0.274390,5.552467,0.018181,0.017798,0.016841
0.120543,4.478380,0.921872,2.819704,5.594234,5.477870,5.186958
0.747488,5.655431,1.048729,6.208553,0.000634,0.000621,0.000587
0.231888,4.794921,0.801277,1.382204,6.533578,6.399786,6.065304
1.140240,0.003757,1.221356,6.147393,0.000206,0.000202,0.000191
0.146643,4.796580,1.128559,4.967815,8.114900,7.947248,7.528119
0.643199,4.491817,0.653880,4.340303,0.061128,0.059841,0.056624
0.368485,1.510147,0.900730,2.778695,2.787788,2.729365,2.583307
0.141143,1.513779,0.429678,0.011806,3.688190,3.610544,3.416430
0.087570,5.462790,0.370202,0.244624,0.715836,0.700765,0.663090
0.170313,2.295678,0.368359,5.703010,0.139635,0.136695,0.129346
0.157432,4.663248,1.008745,4.094682,6.789374,6.647373,6.292371
0.816884,0.582615,0.642688,0.858700,0.000390,0.000382,0.000361
0.184418,4.716555,0.738716,3.152215,5.306333,5.194798,4.915958
0.177818,4.927421,0.440479,0.051654,1.600259,1.566570,1.482347
0.087287,3.792051,1.033999,5.772353,1.832087,1.795063,1.702503
0.622744,0.399979,0.757209,1.091852,0.000507,0.000497,0.000470
0.076827,2.346519,0.447155,4.103778,0.998016,0.977005,0.924479
1.038119,5.943833,0.949459,5.951065,0.000209,0.000205,0.000194
0.475355,3.439898,0.999659,3.542918,0.001153,0.001129,0.001068
0.072001,3.097708,0.917253,1.720818,0.948638,0.928839,0.879341
0.520207,0.165001,1.199049,0.639540,0.001122,0.001098,0.001040
0.111427,4.591571,0.887452,3.597260,6.444932,6.309772,5.971869
0.345380,2.657540,0.463459,5.672843,0.007193,0.007042,0.006665
0.334373,4.392750,0.174042,4.023378,0.131208,0.128446,0.121540
0.196023,4.438480,1.058260,2.553617,3.618003,3.546704,3.368458
0.907833,1.717667,0.889896,1.450226,0.103263,0.101089,0.095654
0.798562,1.495693,1.016808,2.089167,0.406714,0.398152,0.376746
0.449913,1.268964,1.100993,2.658802,0.269472,0.264031,0.250429
0.126865,3.767816,0.623870,4.676708,0.189114,0.185133,0.175181
0.648590,1.567691,0.468779,0.670605,0.891055,0.872297,0.825400
0.603424,0.123010,1.180335,0.493588,0.000613,0.000600,0.000568
0.543834,2.429859,1.073420,3.107132,0.002384,0.002334,0.002208
0.121659,1.568317,1.121148,3.913573,21.314386,20.918083,19.927326
0.202868,1.271281,0.623112,0.631528,0.731572,0.716171,0.677668
0.516033,4.800701,0.605438,5.004868,0.544130,0.532674,0.504036
0.334729,4.693401,1.412609,5.268737,8.825117,8.652011,8.219246
0.051037,0.911912,1.236451,2.763931,18.075403,17.755087,16.954298
0.163600,4.933011,0.852409,2.217270,4.564073,4.470120,4.235239
0.680539,2.233749,0.878723,2.685199,0.001834,0.001796,0.001699
0.344468,1.735203,0.500460,3.442828,0.826407,0.809014,0.765533
0.565491,3.109059,0.580921,3.353235,0.000404,0.000395,0.000374
0.116405,4.966546,0.692846,5.439062,2.767175,2.708928,2.563308
0.557688,2.431121,0.147914,2.328893,0.001504,0.001472,0.001393
0.095988,1.372497,0.639519,1.386731,3.591819,3.516207,3.327176
0.445886,5.732166,1.134779,6.058662,0.003115,0.003050,0.002886
0.439619,5.523247,0.445308,0.339944,0.003588,0.003513,0.003324
0.024246,2.264912,1.343505,5.116137,38.137848,37.602798,36.265182
0.463856,1.709985,0.338775,1.887798,0.372119,0.364285,0.344700
0.824061,0.222906,1.023519,5.191436,0.000562,0.000551,0.000522
0.073206,4.402606,1.135388,3.820046,10.275046,10.067704,9.549348
0.067719,4.767096,0.133697,5.972606,3.639534,3.562912,3.371358
0.109189,4.809452,0.876737,1.547320,8.868135,8.684953,8.226998
0.798119,4.696415,0.679039,4.869773,0.531019,0.519839,0.491891
0.040355,5.565297,0.597140,3.497040,3.012141,2.948741,2.790244
0.391546,4.040952,0.647924,4.809445,0.009271,0.009076,0.008588
0.186964,4.551373,1.175942,0.448406,19.102480,18.781540,17.979187
1.164694,0.012854,1.392507,0.527264,0.000289,0.000283,0.000267
0.008776,3.569564,1.054626,1.697699,12.200301,11.952650,11.333519
0.805914,4.672778,0.916648,5.573564,0.740238,0.724663,0.685726
0.216957,4.697388,0.744847,1.352006,7.004439,6.859126,6.495845
0.285150,4.802621,0.361137,2.877393,1.962466,1.921153,1.817870
0.425157,5.299141,1.111634,0.966115,0.081079,0.079749,0.076423
0.041640,4.905890,1.245891,4.791025,19.291815,18.931982,18.032406
0.109594,4.859549,0.640228,5.530541,3.881445,3.799738,3.595469
0.548627,1.541060,1.452911,0.894141,3.473473,3.402440,3.224857
0.350479,4.611997,0.823865,1.090331,5.524933,5.417780,5.149898
0.307769,4.852658,0.527697,3.458626,1.195396,1.170232,1.107321
0.320317,1.578310,0.417897,5.735252,2.794176,2.735371,2.588358
0.531371,1.233353,0.661939,0.291623,0.036663,0.035891,0.033961
0.291933,1.500018,0.593538,4.590651,3.847400,3.766968,3.565890
0.259761,4.483574,0.423055,5.810258,0.680941,0.666606,0.630767
0.714137,3.953545,0.516937,4.449813,0.001095,0.001072,0.001015
0.630888,6.011564,1.144827,5.505715,0.000558,0.000547,0.000517
0.180025,4.817077,0.671950,1.799770,4.907622,4.804802,4.547753
0.385598,1.737647,0.926174,1.393829,0.574632,0.562535,0.532295
0.156954,5.785320,0.677103,4.851204,0.074551,0.072982,0.069059
0.013871,2.266407,1.028297,2.019160,11.030199,10.803719,10.237519
0.721765,5.882166,1.271728,5.883428,0.000551,0.000539,0.000510
0.603457,3.104023,1.111193,1.999098,0.000794,0.000778,0.000736
0.383451,1.714253,0.658974,4.574635,1.966631,1.926419,1.825889
0.028125,2.016919,0.897096,4.278030,8.151699,7.981721,7.556776
0.393300,2.748044,0.917460,1.639536,0.003205,0.003137,0.002969
0.086889,5.079009,1.304329,6.118690,20.245468,19.891521,19.006649
0.545043,2.255970,0.852180,3.240660,0.004074,0.003988,0.003774
0.106986,4.455979,0.439287,4.151749,2.348243,2.298806,2.175214
0.043393,5.487103,0.135869,1.628609,2.065700,2.022211,1.913490
0.418770,4.673460,0.879880,0.620615,7.787786,7.638327,7.264677
0.345098,3.212085,0.376155,1.576495,0.002632,0.002576,0.002438
0.670737,3.303509,0.514826,3.137070,0.000282,0.000276,0.000261
0.552080,4.664925,0.944958,5.924207,1.778199,1.741040,1.648143
0.170889,1.887937,0.948503,1.421488,1.468554,1.437719,1.360632
0.327756,2.796843,0.318146,5.426524,0.004669,0.004571,0.004325
0.136863,1.827249,1.207914,3.463746,12.296378,12.070582,11.506089
0.052276,5.514772,0.879865,0.558233,3.555194,3.480785,3.294762
0.411497,5.134012,0.169771,5.623538,0.031306,0.030647,0.029000
0.152044,1.275288,0.210147,0.343461,1.116685,1.093176,1.034403
0.270783,1.489910,0.700913,1.633593,2.009169,1.966871,1.861126
0.178911,4.773494,0.698949,3.253183,4.589715,4.493172,4.251814
0.746967,1.569307,0.441224,0.849310,0.776920,0.760564,0.719675
0.106222,5.169572,0.865026,2.042643,2.919889,2.859433,2.708294
0.289206,1.450548,1.100002,5.529099,11.059310,10.872076,10.403992
0.273199,1.488251,0.642460,6.188958,2.736068,2.678507,2.534603
0.934948,0.919085,0.868043,0.334583,0.001247,0.001220,0.001155
0.079731,4.888512,0.837496,3.584952,6.533883,6.396792,6.054065
0.397971,1.587716,0.304497,5.571441,2.123222,2.078537,1.966824
0.137677,1.294256,1.190950,0.746989,5.749969,5.633935,5.343850
0.374155,4.245447,0.894824,2.841741,0.068316,0.066888,0.063319
0.579769,1.592719,0.267255,0.220651,1.146790,1.122650,1.062300
0.525411,4.728544,1.202930,5.667193,2.675141,2.619529,2.480497
0.163377,1.553788,0.478304,5.188090,4.404849,4.312140,4.080366
0.403855,4.736521,1.402510,3.539629,14.805475,14.550197,13.911998
0.157215,1.187225,0.826409,4.587003,1.785622,1.748698,1.656389
0.735837,1.449576,0.821095,1.220939,0.188930,0.184952,0.175008
0.344983,1.101312,0.285047,0.395342,0.037935,0.037137,0.035140
0.036811,1.673224,0.710772,3.610814,6.483577,6.347224,6.006343
0.056353,1.424221,0.740303,3.277229,6.576434,6.438206,6.092635
0.145093,1.187474,0.741706,0.047543,1.270103,1.243382,1.176580
0.288042,4.757347,0.509339,0.513914,3.041769,2.977771,2.817776
0.998307,2.168740,0.995449,1.474194,0.001982,0.001940,0.001836
0.641383,0.652446,1.403545,1.720143,0.002914,0.002857,0.002714
0.170580,1.906694,0.477352,1.320224,0.767520,0.751361,0.710966
0.205521,1.570962,0.209084,3.567245,2.980675,2.917924,2.761047
0.413598,4.541054,1.094802,4.258162,0.578600,0.566428,0.536000
0.287067,4.722991,0.580096,2.443190,4.026440,3.941885,3.730499
0.049434,3.704582,1.209608,5.326336,8.107428,7.957370,7.582226
0.307812,1.684598,1.166944,0.329106,5.694101,5.581532,5.300108
0.409902,4.677893,0.550782,4.354744,1.268836,1.242124,1.175343
0.260084,2.275136,0.485304,1.648137,0.029401,0.028782,0.027234
0.525281,2.448935,0.725861,1.436352,0.001947,0.001906,0.001803
0.236691,1.470670,1.156365,1.423164,4.465875,4.372798,4.140105
0.087727,1.609463,0.929714,0.199335,9.427235,9.230723,8.739448
0.123251,1.577807,1.403244,1.407931,25.321272,24.892046,23.818977
0.130327,1.775829,0.796393,4.199650,4.875909,4.774077,4.519496
0.115635,0.683271,1.012891,3.719696,1.103197,1.081457,1.027107
0.253189,1.524345,0.460455,1.734350,2.198718,2.152429,2.036707
0.919550,4.364988,0.886452,4.304984,0.008405,0.008228,0.007785
0.255569,4.686119,1.019411,5.839670,6.169129,6.040758,5.719830
0.435641,1.520743,0.950074,0.664438,1.808942,1.770897,1.675783
0.215973,3.977988,1.016264,2.383237,0.153076,0.149949,0.142132
0.200067,4.953015,1.283790,5.787059,5.376786,5.272404,5.011450
0.157393,0.538993,0.329306,3.950870,0.072164,0.070645,0.066847
0.411869,1.503406,0.750348,4.866121,5.615929,5.507024,5.234764
0.253808,5.380869,0.775948,5.920314,0.048680,0.047655,0.045093
0.566207,4.201982,1.289356,3.210279,0.025514,0.024992,0.023686
0.344074,4.967344,0.677105,3.463861,0.385321,0.377217,0.356959
0.245579,1.568190,0.862908,4.971704,9.784186,9.588861,9.100546
0.051764,2.539714,1.008939,2.351907,3.557478,3.483675,3.299168
0.013265,4.118171,0.222425,1.992942,3.798240,3.718278,3.518370
0.115035,1.134181,0.883301,4.831542,2.702648,2.646794,2.507158
0.230680,1.418292,1.011823,2.703076,3.923425,3.842090,3.638751
0.426408,2.361819,0.328231,5.805037,0.007295,0.007142,0.006758
0.698793,4.445699,0.259232,5.553489,0.051931,0.050838,0.048106
0.324579,1.544862,1.115304,1.509534,3.419940,3.348116,3.168556
1.058843,1.611473,1.458360,1.236820,0.673988,0.659800,0.624329
0.480485,1.642573,0.196901,5.111698,1.234370,1.208396,1.143461
0.026580,2.598855,1.246580,3.461947,21.775331,21.379313,20.389261
0.130552,4.714110,1.118397,5.678135,12.267351,12.017558,11.393076
0.683881,4.500767,0.839904,4.105256,0.066254,0.064860,0.061373
0.591455,1.324911,0.575853,3.181365,0.184024,0.180186,0.170592
0.046222,0.593462,0.691050,5.785656,2.411319,2.360580,2.233732
0.319725,1.398165,1.055641,2.198841,1.316841,1.289255,1.220288
0.564622,4.792513,0.601897,5.175785,0.516726,0.505848,0.478651
0.101272,1.283106,0.948806,4.476408,6.820869,6.682102,6.335182
0.662929,3.057689,1.297104,3.411404,0.000622,0.000609,0.000576
0.208698,4.516810,1.209347,6.125463,9.860885,9.680758,9.230439
0.416067,6.096011,0.372804,5.949650,0.001110,0.001086,0.001028
0.157122,1.345660,0.397108,5.374594,1.928342,1.887747,1.786259
0.270229,4.682320,1.059903,3.405104,7.107993,6.961642,6.595763
0.267305,5.665301,0.438528,2.013115,0.017502,0.017134,0.016213
0.346104,1.525293,0.277557,2.404375,1.578897,1.545657,1.462557
0.888323,5.544009,0.801768,5.694431,0.000517,0.000506,0.000479
0.224291,1.489278,0.225836,2.826234,2.217899,2.171206,2.054475
0.091361,5.808794,0.609942,3.985642,0.438240,0.429016,0.405958
0.080502,2.177980,1.300357,2.968288,10.700388,10.509129,10.030980
0.319987,1.652901,0.733074,4.524956,4.818953,4.720750,4.475243
0.572672,3.370193,0.668575,4.394042,0.000597,0.000584,0.000553
0.238381,1.343480,0.447492,4.033944,1.102914,1.079706,1.021687
0.243413,4.684628,0.686355,4.029323,2.991385,2.928411,2.770976
0.143224,3.393363,0.241397,0.106255,0.060395,0.059124,0.055945
0.076712,5.288323,0.286658,0.536075,1.402191,1.372671,1.298872
0.066601,4.118998,1.116946,4.413097,5.264352,5.157360,4.889879
0.308401,1.694706,1.219914,2.983841,6.062429,5.944635,5.650148
0.172828,4.596481,0.594706,3.005379,3.392813,3.321403,3.142875
0.087129,1.807450,0.754068,3.922559,5.193735,5.084696,4.812097
0.706253,0.781574,0.118912,1.363162,0.001643,0.001608,0.001522
0.750330,3.557084,0.801869,4.734384,0.000630,0.000617,0.000584
0.225267,4.421648,0.410187,3.737289,0.516865,0.505984,0.478781
0.392775,1.255420,0.294103,5.573775,0.115365,0.112936,0.106865
0.096872,4.690260,1.050090,0.068961,14.445148,14.152333,13.420298
0.218834,1.397023,0.937449,2.787623,3.258019,3.190088,3.020260
0.420767,1.444368,0.155726,4.232420,0.753465,0.737604,0.697952
0.269914,4.674040,1.062501,5.114563,4.243226,4.154212,3.931675
0.024590,4.374582,0.562059,3.296625,4.912182,4.808775,4.550259
0.738115,4.743789,0.516597,3.121010,1.709530,1.673818,1.584535
0.482681,4.707311,1.227188,3.472834,5.312223,5.206701,4.942898
0.253638,1.110848,0.241103,3.034902,0.123428,0.120829,0.114333
0.855550,3.378807,0.767695,3.524643,0.000193,0.000189,0.000178
1.085534,2.668384,0.878391,2.774797,0.000309,0.000303,0.000286
0.792382,3.198577,0.677154,3.653293,0.000211,0.000206,0.000195
0.558409,1.594808,0.904628,2.790208,1.728125,1.691878,1.601262
0.474965,1.644351,1.264609,1.156330,1.775658,1.738473,1.645511
0.261414,1.540341,1.188291,0.482725,9.199085,9.013285,8.548781
0.814928,1.688211,1.226430,1.301253,0.240597,0.235532,0.222869
0.111419,1.987141,0.817807,2.356890,1.894927,1.855071,1.755430
0.040870,4.986380,0.221285,2.517281,3.610094,3.534092,3.344087
0.552942,1.505297,0.325453,3.816430,1.402700,1.373254,1.299640
0.851727,5.934138,0.715740,0.288505,0.000269,0.000264,0.000250
0.058759,5.427947,0.520632,2.641105,2.083345,2.039490,1.929853
0.748554,0.654938,0.769434,1.116331,0.000542,0.000530,0.000502
0.615172,4.841499,0.841250,4.996661,0.242783,0.237672,0.224894
0.528700,2.317807,0.508239,2.446258,0.002125,0.002081,0.001969
0.252735,5.035173,0.493635,3.465678,0.382236,0.374190,0.354073
0.092081,1.432242,0.723355,0.648171,4.916751,4.813285,4.554621
0.998937,1.899314,1.275808,1.903884,0.011510,0.011268,0.010662
1.285705,4.208212,1.418542,3.457865,0.007584,0.007425,0.007026
0.692877,5.665289,0.778029,0.670065,0.001062,0.001040,0.000984
0.058326,3.509433,1.332315,5.422493,10.204901,10.055680,9.682628
0.197778,1.701397,1.240335,1.037139,7.440509,7.291111,6.917616
0.149973,1.579081,0.625420,0.987377,3.996701,3.912563,3.702217
0.055613,1.549125,0.783113,4.482264,7.526952,7.369150,6.974645
0.713905,4.645927,1.267698,4.684363,0.612610,0.599714,0.567474
0.080063,1.654776,0.773571,3.852083,7.126328,6.976827,6.603074
0.072371,2.579073,0.493175,6.010238,0.848232,0.830377,0.785737
0.409255,3.130697,0.080590,2.357186,0.001272,0.001246,0.001179
0.191942,4.724264,0.998885,2.623698,12.669270,12.416611,11.784963
0.057781,5.146021,0.709631,4.904053,3.694557,3.616807,3.422433
0.915301,4.525201,0.705285,3.820536,0.079548,0.077873,0.073687
0.689606,3.489750,0.410928,4.255975,0.000432,0.000422,0.000400
0.407453,1.496852,0.482009,2.493809,1.135232,1.111333,1.051584
