theta_H,phi_H,theta_V,phi_V,R,G,B
0.023673,4.699487,0.947396,4.774672,9.156734,8.965967,8.489046
0.330326,1.494474,1.220041,1.857199,3.406821,3.335781,3.158181
0.623141,2.459803,0.263114,1.934886,0.001042,0.001020,0.000965
0.136433,1.328061,0.580124,2.138488,2.130413,2.085564,1.973440
1.017325,1.671233,0.926625,1.318305,0.219254,0.214638,0.203098
0.520708,4.307817,0.334738,3.993344,0.017162,0.016801,0.015897
0.929009,3.887131,0.705220,4.048788,0.000578,0.000566,0.000536
0.421909,4.937639,0.608078,5.304353,0.179142,0.175370,0.165942
0.110003,1.543622,0.593498,4.624837,5.498762,5.383090,5.093911
0.343600,4.666599,0.462027,5.336330,1.602462,1.568726,1.484386
0.201904,1.496800,0.350895,5.711007,2.933871,2.872107,2.717695
0.548729,2.551493,0.845852,1.834185,0.001158,0.001134,0.001073
0.082327,1.703537,0.791342,4.884384,7.167053,7.017100,6.642220
0.269328,2.764741,0.345069,0.565832,0.008750,0.008566,0.008106
0.048439,4.915488,0.708006,0.129708,5.916563,5.792106,5.480963
0.072398,4.804450,1.071318,5.108231,10.474792,10.259135,9.719991
0.077781,4.872643,1.203133,2.450292,27.189848,26.715141,25.528372
0.397112,1.319192,0.619626,4.784326,0.510696,0.500183,0.473900
0.547096,4.720947,1.217911,4.741618,1.509021,1.477268,1.397886
0.571546,4.665873,0.475419,0.150517,1.510916,1.479190,1.399874
0.213017,1.599099,0.862988,4.006171,8.663974,8.486653,8.043351
0.102121,1.370449,0.161031,4.234230,2.749824,2.691933,2.547205
0.762762,3.677764,0.629495,4.781329,0.000744,0.000728,0.000689
0.072016,1.912962,1.389136,3.465716,59.177692,58.404556,56.471706
0.759967,1.808815,0.880385,1.573666,0.036712,0.035939,0.034007
0.389691,4.744647,0.824549,2.238246,7.845324,7.693242,7.313036
0.471108,2.090414,0.787228,3.496594,0.019754,0.019339,0.018303
0.279703,3.063676,0.545910,2.990258,0.004536,0.004441,0.004202
0.090314,4.558848,1.389128,4.698922,24.916996,24.507381,23.483345
0.120092,2.343956,0.072989,4.318666,0.267644,0.262010,0.247923
0.249413,1.467335,1.335522,0.935140,7.872022,7.716510,7.327733
0.098326,2.547725,0.566919,1.376934,0.376442,0.368518,0.348706
0.733123,1.441314,0.995072,0.063202,0.638025,0.624983,0.592379
0.694503,5.594375,0.464086,4.441202,0.001224,0.001198,0.001133
1.190219,1.500675,1.006984,0.676507,0.801283,0.784439,0.742328
0.060656,1.652933,1.151188,2.641266,17.573397,17.225372,16.355312
0.069518,2.247925,0.963963,5.529867,4.221144,4.134853,3.919124
0.213957,1.484840,1.146906,3.204761,15.123610,14.837486,14.122173
0.566151,5.583779,0.263141,6.246060,0.001329,0.001301,0.001231
0.217123,4.501330,0.992265,0.131547,4.245958,4.160373,3.946410
0.513693,0.348246,1.369837,0.022286,0.002787,0.002729,0.002583
0.111115,4.194313,0.767462,3.443458,1.267251,1.240589,1.173936
0.824225,2.558245,1.122498,2.958543,0.000465,0.000455,0.000431
0.205593,5.110342,0.995645,3.672436,0.914309,0.895412,0.848172
0.963528,5.697704,1.027271,6.048278,0.000337,0.000330,0.000312
0.274223,1.568214,0.685582,5.651062,4.971124,4.867097,4.607029
0.199456,0.017023,1.133994,5.320814,0.046885,0.045926,0.043528
0.447954,3.497584,0.423965,0.773103,0.003001,0.002938,0.002781
0.163662,1.631183,0.549693,4.853639,4.676083,4.577728,4.331840
1.146072,4.429016,1.034392,4.157181,0.019235,0.018830,0.017818
0.040637,1.580619,0.737450,1.888904,6.052931,5.925596,5.607258
0.296890,1.524634,0.692474,3.778752,4.570985,4.475576,4.237055
0.419686,5.987366,0.339500,0.674600,0.001349,0.001320,0.001249
0.326043,4.646903,0.601174,3.211491,2.188410,2.142352,2.027206
0.665738,4.731783,0.235139,5.498807,0.893221,0.874417,0.827407
0.035172,0.398448,1.114982,4.898564,7.751647,7.598467,7.215516
0.680914,1.472273,0.858805,6.193737,1.190977,1.166633,1.105774
0.369911,1.615931,0.849428,0.633838,2.276378,2.228489,2.108768
0.093933,1.205599,1.269475,1.957005,9.704993,9.523476,9.069683
0.348393,2.863921,1.029262,2.813125,0.003947,0.003863,0.003656
0.676955,4.556458,1.104707,3.718170,0.253015,0.247698,0.234403
0.692551,1.297727,0.764115,0.993059,0.029048,0.028436,0.026908
0.400587,0.362092,1.073088,0.800390,0.002778,0.002720,0.002574
0.482739,1.440387,1.359585,6.204177,7.878880,7.766206,7.484520
0.020673,1.547848,0.315365,5.225758,4.183611,4.095536,3.875345
0.565937,2.607098,0.349209,1.838123,0.000860,0.000842,0.000797
0.057150,1.295091,0.277298,5.194983,3.377813,3.306701,3.128922
0.063780,6.278487,0.524033,2.789821,0.792437,0.775757,0.734055
0.730947,2.694898,0.788695,3.823006,0.000556,0.000544,0.000515
0.591833,2.771361,0.946498,2.453601,0.000563,0.000551,0.000522
0.256965,4.719471,1.119035,3.726978,7.339300,7.187881,6.809334
0.758639,1.944718,0.828844,1.599380,0.008974,0.008785,0.008313
0.500812,1.208746,0.090505,3.714341,0.039119,0.038295,0.036237
0.797561,4.508668,0.961913,4.568888,0.052601,0.051494,0.048725
0.771673,4.507585,0.854845,3.673556,0.076580,0.074968,0.070939
0.522043,4.658850,0.741477,6.142058,1.696779,1.661207,1.572278
0.713984,4.304958,0.642665,4.951618,0.008625,0.008444,0.007990
0.044523,2.396581,0.805611,1.989625,3.348835,3.278458,3.102514
0.332850,4.796103,0.746004,5.828057,1.868405,1.829081,1.730771
0.291339,1.544424,0.156903,5.342292,2.318864,2.270046,2.148001
0.015129,2.967516,0.985720,0.562752,10.283949,10.071990,9.542091
0.143353,4.737347,0.595176,0.245006,4.806454,4.705298,4.452407
0.055661,1.132446,0.941200,1.291558,5.629802,5.512118,5.217908
0.601071,4.154921,1.370560,5.211271,0.016608,0.016279,0.015457
0.504930,3.541042,0.552958,3.033630,0.000808,0.000791,0.000748
0.932200,6.021444,0.763396,0.523754,0.000280,0.000274,0.000259
0.028646,2.836032,0.694029,1.774004,3.540434,3.465942,3.279711
0.640287,2.773741,0.213999,3.091883,0.000508,0.000497,0.000471
0.430019,1.513822,0.222925,4.219635,1.574487,1.541350,1.458508
0.111073,1.570880,0.529642,0.985776,4.087714,4.001657,3.786516
0.354572,5.572206,0.506056,3.587734,0.009588,0.009386,0.008882
0.255426,1.454749,0.813066,4.035625,5.186527,5.080595,4.815761
0.304475,1.573664,0.441937,6.277687,2.559314,2.505437,2.370744
0.378056,2.794496,0.237397,0.464667,0.002693,0.002636,0.002494
0.136386,1.450485,0.113551,0.368364,2.705714,2.648751,2.506346
0.278943,0.903351,1.072544,1.973155,0.067320,0.065923,0.062431
1.038779,4.180370,0.604022,4.229607,0.003169,0.003102,0.002936
0.201826,1.741609,0.494641,0.460163,1.782599,1.745071,1.651252
0.525771,2.124669,0.750409,2.421967,0.006148,0.006019,0.005695
0.125041,1.575122,0.515880,5.030807,4.892957,4.789979,4.532532
0.109934,4.636100,1.066617,2.318453,15.738810,15.431295,14.662505
0.403432,3.391356,0.629814,2.015250,0.001989,0.001947,0.001843
0.229040,4.684587,1.071446,4.668028,5.122695,5.015324,4.746894
0.259641,1.495504,0.572992,1.603946,1.991672,1.949742,1.844918
0.556840,1.466058,1.048754,0.252668,1.105249,1.082287,1.024882
0.049455,2.810238,0.685899,3.535502,1.689145,1.653597,1.564727
0.120966,0.566287,0.881106,5.998169,0.297976,0.291721,0.276083
0.053386,1.532240,0.808845,1.255888,6.550341,6.412662,6.068462
0.906640,2.453721,0.782271,2.156556,0.000465,0.000455,0.000431
0.037099,5.125330,0.733915,0.518042,5.670259,5.551035,5.252978
0.573114,1.854364,1.334849,1.759152,0.084055,0.082289,0.077872
1.298743,0.866932,1.297419,0.266320,0.001774,0.001737,0.001643
0.615424,1.784620,0.762599,0.169937,0.270442,0.264834,0.250813
0.252111,5.430223,0.722962,4.295175,0.043401,0.042488,0.040205
0.509170,4.217245,0.611315,2.467470,0.019804,0.019389,0.018351
0.117865,2.039974,0.500977,3.700899,1.055372,1.033155,0.977612
0.595131,1.654099,1.137642,0.020412,5.298158,5.204111,4.968993
0.701828,1.689238,0.315188,2.150126,0.265541,0.259951,0.245975
0.892690,1.753654,1.461068,1.664942,0.105309,0.103092,0.097550
0.640561,1.060786,0.940389,0.668257,0.005272,0.005161,0.004883
0.069902,2.355414,0.465469,6.187496,1.281857,1.254872,1.187409
0.063905,4.371790,0.859644,0.466776,6.738850,6.598219,6.246642
0.255583,4.806087,0.715045,0.285497,3.346222,3.275958,3.100300
0.148096,1.800704,1.103565,2.905855,6.229167,6.102139,5.784565
0.378276,1.769371,0.274201,5.059792,0.478418,0.468350,0.443179
0.185476,1.568502,0.986951,2.845555,8.131382,7.962377,7.539862
0.061052,4.488152,1.384112,0.342698,102.801636,101.607910,98.623589
0.123881,4.781915,0.325784,0.277493,3.575035,3.499771,3.311612
0.404680,0.981020,0.677221,0.383797,0.012279,0.012021,0.011374
0.100714,1.491142,1.240946,4.019662,35.602112,35.044353,33.649956
0.516252,4.552509,1.108546,6.124495,1.593114,1.562609,1.486347
0.661687,1.323637,0.709032,1.536471,0.042028,0.041143,0.038931
0.927050,5.052293,0.843848,5.569434,0.010623,0.010400,0.009841
0.234650,0.488136,0.158913,6.088952,0.012744,0.012475,0.011805
0.539766,1.553399,1.055116,1.323661,1.209956,1.184485,1.120807
0.776271,0.348639,0.578458,6.232216,0.000277,0.000271,0.000256
0.233373,4.665715,0.239962,3.525193,2.408612,2.357904,2.231135
0.289991,4.553206,0.512451,1.215835,1.644421,1.609894,1.523576
0.348519,4.633271,0.942294,6.079282,3.412449,3.341516,3.164185
0.130235,4.949547,0.771027,3.167857,3.784422,3.704983,3.506382
0.591310,1.559154,0.732877,3.362321,3.107512,3.043649,2.883990
0.669995,4.867295,0.139512,4.540586,0.200162,0.195948,0.185414
0.246564,4.638203,0.362228,0.069534,2.400294,2.349762,2.223432
0.139723,0.935380,1.270616,5.359622,2.603597,2.561868,2.457545
0.134392,1.314619,0.613910,1.637452,2.017612,1.975137,1.868949
1.026744,2.104198,0.624313,2.060406,0.002900,0.002839,0.002686
0.087702,1.604743,0.997045,5.116533,13.037134,12.774486,12.117864
0.124574,5.027398,0.525313,2.019352,2.113928,2.069441,1.958222
0.072243,2.347360,0.266982,1.178704,0.972836,0.952355,0.901153
0.269084,2.013828,0.820306,4.462379,0.327873,0.321179,0.304446
0.112791,1.077320,0.617670,4.429140,1.369651,1.340849,1.268841
0.422131,1.651722,1.182602,0.697726,2.618013,2.563804,2.428280
0.428768,1.758960,0.591626,2.947038,0.343821,0.336584,0.318490
0.287660,5.300046,0.717229,0.500236,0.057979,0.056760,0.053713
0.215390,2.188464,0.523591,2.756247,0.085453,0.083654,0.079157
0.142995,0.949648,1.168530,0.978900,0.890382,0.872146,0.826558
0.405270,5.562856,1.241694,6.166301,0.011080,0.010849,0.010272
0.295660,4.852031,1.004158,5.064331,1.632869,1.598526,1.512667
0.553526,4.701078,0.558100,0.025979,1.755755,1.718870,1.626657
0.188137,1.727768,0.825890,5.653076,5.011476,4.907630,4.648016
0.312489,4.663405,0.624755,5.009121,1.857568,1.818461,1.720694
0.044650,3.739719,0.458817,0.889661,2.033293,1.990488,1.883476
0.772107,0.188063,0.790190,0.686132,0.000230,0.000225,0.000213
0.308777,4.579942,0.741593,5.955120,1.670485,1.635359,1.547543
0.313035,6.068845,0.763216,1.966125,0.009139,0.008950,0.008477
0.188992,5.543668,0.553481,4.670480,0.061915,0.060612,0.057353
0.180128,5.235000,0.460073,0.482329,0.263946,0.258390,0.244498
0.352881,6.008079,0.525259,5.641428,0.002212,0.002165,0.002049
0.455518,4.874557,0.229905,3.721093,0.348084,0.340756,0.322436
0.219877,2.376095,0.746764,4.140718,0.064598,0.063242,0.059853
0.459830,3.726918,1.262857,3.856326,0.003695,0.003617,0.003423
0.587760,2.051148,0.290000,0.618569,0.010979,0.010748,0.010170
0.403478,4.719496,1.137349,4.348361,2.650587,2.594890,2.455646
0.275842,0.099382,0.310130,3.328725,0.006617,0.006478,0.006129
0.230284,5.548535,0.539766,5.539062,0.027787,0.027202,0.025740
0.120805,4.772961,1.206172,3.894990,15.516037,15.210755,14.447550
0.826458,0.106894,0.985266,0.168062,0.000189,0.000185,0.000175
0.114127,1.132582,0.394424,3.964380,1.248870,1.222579,1.156851
0.320951,1.627513,0.940846,0.855065,2.766390,2.708221,2.562798
0.124517,4.731594,1.256551,5.724779,21.524702,21.118200,20.101944
0.499650,3.958696,0.202511,0.683718,0.004790,0.004690,0.004438
0.241933,1.633110,0.786628,5.714864,5.857655,5.735920,5.431584
0.096510,1.437493,1.071606,0.333440,11.438169,11.204190,10.619240
0.028654,3.720882,0.821275,1.418335,5.140779,5.033019,4.763618
0.281648,4.512100,0.659431,2.582484,1.187806,1.162864,1.100510
0.278756,3.536594,0.062977,5.767265,0.006370,0.006236,0.005901
0.354629,5.951068,0.656856,1.346138,0.004035,0.003950,0.003738
0.077095,4.707117,1.116295,4.592191,11.643650,11.406065,10.812103
0.656543,2.620649,0.431184,2.853167,0.000507,0.000496,0.000469
0.226616,1.530259,0.476939,5.529036,3.626565,3.550244,3.359439
0.217258,1.527121,0.667465,3.599060,4.806592,4.705647,4.453285
0.972673,2.214967,1.258389,2.327667,0.001298,0.001271,0.001203
0.163147,5.361051,0.964564,3.058201,0.740032,0.725118,0.687832
0.793271,2.119327,0.258574,1.488905,0.004227,0.004138,0.003915
0.473941,1.585047,0.940366,3.434149,6.208570,6.086615,5.781728
0.161488,4.674448,1.348016,3.685018,27.925552,27.437727,26.218159
0.119467,1.254623,1.269802,6.139375,14.556061,14.298277,13.653817
0.212371,1.917516,0.738688,2.789867,0.564068,0.552196,0.522515
0.540844,1.573116,1.270838,0.577874,3.351585,3.282895,3.111170
0.726572,0.199584,0.921053,5.732418,0.000314,0.000307,0.000291
0.624085,3.611945,0.725248,3.280609,0.000499,0.000489,0.000463
0.014067,1.454379,1.278920,1.638440,26.017561,25.565222,24.434376
0.551067,2.294280,0.534715,3.678683,0.003334,0.003264,0.003089
0.905464,0.231751,1.234571,5.630644,0.000341,0.000334,0.000316
0.736727,3.231457,1.215698,2.686728,0.000378,0.000370,0.000350
0.892458,5.155072,0.720432,5.056484,0.004053,0.003967,0.003754
0.573885,1.417511,0.188411,4.549103,0.408755,0.400164,0.378687
0.386979,5.432481,0.501320,4.184461,0.008516,0.008337,0.007889
0.917798,4.105491,0.520269,4.799374,0.002843,0.002783,0.002633
0.319302,5.777142,1.090693,0.649618,0.013003,0.012735,0.012064
0.212449,0.402018,1.070922,1.445246,0.041990,0.041121,0.038949
0.859784,5.442321,1.073011,0.188621,0.001602,0.001569,0.001485
0.075868,1.432364,0.542210,6.108589,4.523892,4.428659,4.190577
0.209322,1.597988,0.856190,3.550889,7.335251,7.182886,6.801972
0.105449,1.628045,0.626227,5.610740,5.543101,5.426493,5.134973
0.208460,1.530967,0.583553,5.831096,4.164697,4.077078,3.858029
0.567060,0.028136,0.367016,1.188639,0.000562,0.000550,0.000521
0.197774,1.534178,1.086090,0.999436,6.737528,6.597094,6.246009
0.676899,2.383871,0.671271,2.492279,0.000852,0.000834,0.000790
0.905014,6.145939,0.855731,6.248257,0.000169,0.000165,0.000156
0.531852,3.678262,0.913905,2.224895,0.002220,0.002174,0.002059
0.105896,1.499907,0.698243,0.029710,5.529192,5.412870,5.122063
0.290995,6.282226,0.961398,5.502347,0.006810,0.006667,0.006309
0.774693,2.225182,0.952535,2.955320,0.001762,0.001725,0.001632
0.101920,1.593532,0.608926,0.858602,4.576540,4.480198,4.239341
0.787998,1.566829,0.750506,0.815938,0.715622,0.700557,0.662894
0.755724,5.176397,0.408245,5.503094,0.005094,0.004987,0.004719
0.283392,4.668207,0.795472,1.916915,7.168038,7.022746,6.659516
0.296818,4.936158,0.399010,1.345081,0.689414,0.674908,0.638643
0.369394,3.316373,0.187469,4.170322,0.001794,0.001756,0.001661
0.310531,5.890321,0.371250,1.923429,0.005904,0.005780,0.005469
0.128818,1.836122,0.860252,2.097378,2.865753,2.805496,2.654852
0.269860,5.682690,0.431980,4.114633,0.012715,0.012447,0.011778
0.034202,2.281409,0.861298,1.106152,5.563737,5.447157,5.155708
0.755283,0.359325,0.577061,6.017392,0.000317,0.000310,0.000293
0.400135,4.490383,0.268365,1.920896,0.314875,0.308248,0.291681
0.120424,3.654810,0.139399,3.867318,0.132184,0.129402,0.122445
0.235817,4.703477,0.908729,4.979291,3.894637,3.812694,3.607838
0.878567,0.080709,0.850725,0.063290,0.000167,0.000163,0.000154
0.205555,1.562730,1.060509,1.008635,6.347027,6.214386,5.882782
0.441425,4.870417,1.230806,5.736573,1.095856,1.073175,1.016471
0.042411,0.797398,0.824733,5.024056,4.298882,4.208790,3.983558
0.279630,1.567893,0.474716,3.069720,2.775416,2.716989,2.570922
0.027514,0.156880,1.500324,0.892088,79.173195,78.562286,77.035004
0.237109,1.642941,0.434125,5.367263,3.114806,3.049253,2.885372
0.715502,6.031581,0.594080,5.568540,0.000281,0.000275,0.000260
0.041164,0.634423,0.802961,2.058726,3.521432,3.447492,3.262641
0.888208,3.281332,0.587046,2.554976,0.000296,0.000290,0.000275
0.796753,4.686843,1.262191,4.047228,0.930834,0.911254,0.862305
0.423974,4.705551,0.659989,1.585164,5.702781,5.588102,5.301404
0.377171,4.650012,0.588158,6.212968,1.964009,1.922686,1.819380
0.226821,1.909149,0.464968,2.500222,0.363920,0.356258,0.337104
0.310007,4.535964,0.794964,1.264593,2.710671,2.656592,2.521396
0.076461,4.477307,0.227130,4.157042,2.915133,2.853762,2.700334
0.127550,2.462015,0.107013,2.782911,0.157633,0.154314,0.146018
0.503032,1.799359,0.039436,2.238368,0.130034,0.127296,0.120452
0.218962,1.451269,0.830857,4.801125,5.997258,5.875097,5.569695
0.171422,1.616427,0.684136,2.793798,4.325460,4.234426,4.006837
0.411090,1.420468,0.735761,1.730687,0.481593,0.471455,0.446108
0.387770,5.979088,0.731043,5.325598,0.001949,0.001908,0.001806
0.344328,1.571884,1.136469,6.269173,10.765233,10.558416,10.041373
0.510486,1.656135,0.527393,4.230351,2.060100,2.017604,1.911363
0.327225,4.684335,0.460872,0.718911,2.980075,2.917400,2.760712
0.174756,4.907215,0.932641,1.843214,6.257221,6.132616,5.821101
0.665622,1.530391,0.533675,2.046199,0.619250,0.606213,0.573621
0.059958,0.101738,1.170789,5.001427,3.058075,2.998986,2.851264
0.308512,4.723076,1.385998,4.923633,7.764657,7.608537,7.218236
0.221990,1.539359,1.048423,1.092423,5.390906,5.277966,4.995616
0.187262,1.381824,0.371375,3.746761,1.859839,1.820686,1.722804
0.133253,4.833563,1.125108,0.983928,17.732061,17.409061,16.601561
0.138992,4.418733,1.216296,3.413994,7.475838,7.329911,6.965094
0.495528,3.600003,1.144515,1.898074,0.005823,0.005720,0.005465
0.836225,4.821899,0.964714,4.463734,0.202463,0.198201,0.187545
0.607625,1.455456,0.746240,2.468828,0.429089,0.420058,0.397480
0.317961,5.705103,0.437924,2.702422,0.010363,0.010146,0.009601
0.419771,1.639884,1.019505,2.642444,2.132936,2.088232,1.976469
0.760997,2.145453,1.105981,1.203527,0.003959,0.003876,0.003668
0.311183,2.436010,0.546414,5.100156,0.017674,0.017303,0.016376
0.186007,5.095087,1.049076,5.028934,0.928129,0.908698,0.860120
0.092181,6.169160,0.839255,4.253921,0.454966,0.445447,0.421649
0.036845,6.142098,0.339830,1.174279,1.791817,1.754094,1.659788
0.134231,0.872559,0.437166,4.444648,0.326670,0.319793,0.302602
0.313602,5.033689,0.736753,5.592039,0.196500,0.192363,0.182021
0.968942,2.994241,0.966867,3.635776,0.000207,0.000203,0.000192
0.391806,4.955911,0.918335,3.061239,0.862619,0.845298,0.801995
0.601069,5.185826,0.626124,5.966735,0.007871,0.007705,0.007291
0.065880,5.276974,0.592775,3.798255,2.381579,2.331448,2.206120
0.443252,1.872771,0.658650,1.252799,0.075254,0.073670,0.069709
0.218006,2.567808,0.700637,3.865945,0.030687,0.030042,0.028427
0.799876,3.295528,0.909386,3.898965,0.000230,0.000225,0.000213
0.079776,3.340166,0.367067,1.128099,0.382128,0.374083,0.353971
0.369885,1.616225,0.220110,5.326007,1.894233,1.854358,1.754672
0.930079,0.816837,0.591215,1.127314,0.000945,0.000925,0.000875
0.491955,5.294209,0.624214,5.288285,0.005932,0.005807,0.005495
1.021383,3.775430,0.511397,3.773950,0.000841,0.000823,0.000779
0.113134,2.635662,0.830111,0.707048,0.373491,0.365677,0.346143
0.531303,1.653382,0.970883,3.134004,1.962514,1.922255,1.821607
0.716510,4.642654,1.181860,4.834169,0.522479,0.511480,0.483982
0.284112,1.838221,1.126527,3.377906,1.718261,1.684568,1.600336
0.548301,4.527948,0.204468,2.725514,0.223489,0.218785,0.207025
0.141644,4.738990,0.627726,3.464611,4.579785,4.483385,4.242385
0.368788,1.817281,0.573509,0.456461,0.284692,0.278699,0.263718
0.270235,5.268812,0.450791,4.492726,0.052755,0.051645,0.048868
0.329031,4.813450,1.280446,0.019538,12.116199,11.907088,11.384311
0.310367,1.533217,1.252795,0.425974,9.529008,9.341350,8.872202
0.344962,1.181943,1.217674,0.714073,0.187472,0.183563,0.173792
0.302790,2.606891,0.949464,2.313909,0.008970,0.008781,0.008309
0.776763,4.900671,0.768932,4.006339,0.100532,0.098416,0.093125
0.993385,4.357203,1.192050,5.188439,0.013905,0.013613,0.012882
0.746212,0.505886,0.646508,1.067468,0.000402,0.000394,0.000372
1.216329,0.912274,1.155327,0.563433,0.001405,0.001375,0.001302
0.142793,5.020091,0.581257,5.017586,1.373907,1.344983,1.272673
1.045187,4.012840,0.975121,4.361894,0.000930,0.000911,0.000862
